Job_Id,Company,Company_id,Founded_In,Emp_count,Skills
1788,"Applied Materials",50427,1967,"More than 1000 employees","Algorithms"
1788,"Applied Materials",50427,1967,"More than 1000 employees","C"
1788,"Applied Materials",50427,1967,"More than 1000 employees","C++"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Computer Vision"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Data Structures"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Devicenet"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Hardware"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Image Processing"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Industrial Automation"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Microarrays"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Modbus"
1788,"Applied Materials",50427,1967,"More than 1000 employees","RS232"
1788,"Applied Materials",50427,1967,"More than 1000 employees","Visual Studio"
1789,"Applied Materials",50427,1967,"More than 1000 employees","C#"
1789,"Applied Materials",50427,1967,"More than 1000 employees","C++"
1789,"Applied Materials",50427,1967,"More than 1000 employees","Linux"
1789,"Applied Materials",50427,1967,"More than 1000 employees","Oracle Access Manager"
1789,"Applied Materials",50427,1967,"More than 1000 employees","Oracle Database"
1789,"Applied Materials",50427,1967,"More than 1000 employees","PostgreSQL"
1789,"Applied Materials",50427,1967,"More than 1000 employees","PowerShell"
1789,"Applied Materials",50427,1967,"More than 1000 employees","Shell Scripting"
1789,"Applied Materials",50427,1967,"More than 1000 employees","Windows"
1804,"RingCentral",50433,2003,"More than 1000 employees","Anaplan"
1804,"RingCentral",50433,2003,"More than 1000 employees","Architecture"
1804,"RingCentral",50433,2003,"More than 1000 employees","FPA"
1804,"RingCentral",50433,2003,"More than 1000 employees","Finance"
1804,"RingCentral",50433,2003,"More than 1000 employees","L1 Support"
1804,"RingCentral",50433,2003,"More than 1000 employees","L2 Support"
1804,"RingCentral",50433,2003,"More than 1000 employees","SQL"
1804,"RingCentral",50433,2003,"More than 1000 employees","Solution Architecture"
1804,"RingCentral",50433,2003,"More than 1000 employees","Stakeholder Management"
1836,"Shaadi.com",50442,1994,"More than 1000 employees","Sales"
1836,"Shaadi.com",50442,1994,"More than 1000 employees","Business Development"
1836,"Shaadi.com",50442,1994,"More than 1000 employees","Telecalling"
1838,"Avis Budget Group",50444,1946,"More than 1000 employees","AWS"
1838,"Avis Budget Group",50444,1946,"More than 1000 employees","MySQL"
1978,"Avis Budget Group",50444,1946,"More than 1000 employees","Spring Boot"
1978,"Avis Budget Group",50444,1946,"More than 1000 employees","Angular"
1978,"Avis Budget Group",50444,1946,"More than 1000 employees","AWS"
1847,"Tech Mahindra",50448,1986,"More than 1000 employees","Risk Management"
1847,"Tech Mahindra",50448,1986,"More than 1000 employees","Risk Assessment"
1847,"Tech Mahindra",50448,1986,"More than 1000 employees","SAP FICO"
1855,"Luminous Power Technologies",50453,1988,"More than 1000 employees","Sales"
1855,"Luminous Power Technologies",50453,1988,"More than 1000 employees","International Sales"
1855,"Luminous Power Technologies",50453,1988,"More than 1000 employees","Corporate Communication"
1855,"Luminous Power Technologies",50453,1988,"More than 1000 employees","Business Development"
1860,"Dibber",50456,2003,"More than 1000 employees","HR Operations"
1860,"Dibber",50456,2003,"More than 1000 employees","HRIS"
1860,"Dibber",50456,2003,"More than 1000 employees","HR Policies"
1860,"Dibber",50456,2003,"More than 1000 employees","HR Analytics"
1860,"Dibber",50456,2003,"More than 1000 employees","Operations Management"
1869,"AllianceBernstein",50460,1967,"More than 1000 employees","SQL"
1876,"TJX",50462,1987,"More than 1000 employees","Azure"
1876,"TJX",50462,1987,"More than 1000 employees","Power BI"
1891,"Lowe's",50470,1921,"More than 1000 employees","Kafka"
1891,"Lowe's",50470,1921,"More than 1000 employees","Microservices"
1892,"Lowe's",50470,1921,"More than 1000 employees","Microservices"
1892,"Lowe's",50470,1921,"More than 1000 employees","Spring Boot"
1892,"Lowe's",50470,1921,"More than 1000 employees","Kafka"
1892,"Lowe's",50470,1921,"More than 1000 employees","Data Structures"
1898,"DP World",50474,2005,"More than 1000 employees","Selenium"
1898,"DP World",50474,2005,"More than 1000 employees","Automation Testing"
1934,"Houghton Mifflin Harcourt",50484,1880,"More than 1000 employees","PostgreSQL"
1934,"Houghton Mifflin Harcourt",50484,1880,"More than 1000 employees","Spark"
1934,"Houghton Mifflin Harcourt",50484,1880,"More than 1000 employees","Scala"
1934,"Houghton Mifflin Harcourt",50484,1880,"More than 1000 employees","AWS"
1956,"Sprinklr",50492,2009,"More than 1000 employees","VOIP"
1956,"Sprinklr",50492,2009,"More than 1000 employees","SIP"
1956,"Sprinklr",50492,2009,"More than 1000 employees","OpenSIPs"
1956,"Sprinklr",50492,2009,"More than 1000 employees","FreeSWITCH"
1989,"Cornerstone OnDemand",50505,1999,"More than 1000 employees","Product Management"
1996,"Cornerstone OnDemand",50505,1999,"More than 1000 employees","Product Management"
1997,"Cornerstone OnDemand",50505,1999,"More than 1000 employees","Ruby"
1997,"Cornerstone OnDemand",50505,1999,"More than 1000 employees","Ruby on Rails"
2000,"Planet",50511,1985,"More than 1000 employees","Spring"
2000,"Planet",50511,1985,"More than 1000 employees","MySQL"
2000,"Planet",50511,1985,"More than 1000 employees","Microservices"
2000,"Planet",50511,1985,"More than 1000 employees","CI - CD"
2001,"Planet",50511,1985,"More than 1000 employees","Spring"
2001,"Planet",50511,1985,"More than 1000 employees","MySQL"
2001,"Planet",50511,1985,"More than 1000 employees","CI - CD"
2001,"Planet",50511,1985,"More than 1000 employees","Git"
2035,"Anand Rathi Shares and Stock Brokers",50071,1994,"More than 1000 employees",".NET"
2035,"Anand Rathi Shares and Stock Brokers",50071,1994,"More than 1000 employees","C#"
2035,"Anand Rathi Shares and Stock Brokers",50071,1994,"More than 1000 employees","SQL"
2035,"Anand Rathi Shares and Stock Brokers",50071,1994,"More than 1000 employees","ASP.NET"
2038,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Direct Sales"
2038,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Insurance Operations"
2038,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Home Loans"
2038,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Mutual Funds"
2039,"Rakuten",50181,1997,"More than 1000 employees","Hibernate"
2039,"Rakuten",50181,1997,"More than 1000 employees","J2EE"
2039,"Rakuten",50181,1997,"More than 1000 employees","Spring"
2045,"Atlassian",50127,2002,"More than 1000 employees",".NET"
2045,"Atlassian",50127,2002,"More than 1000 employees","C++"
2045,"Atlassian",50127,2002,"More than 1000 employees","Angular"
2045,"Atlassian",50127,2002,"More than 1000 employees","Node.js"
2046,"Atos",50531,1997,"More than 1000 employees","Node.js"
2046,"Atos",50531,1997,"More than 1000 employees","Redux"
2046,"Atos",50531,1997,"More than 1000 employees","UI Testing"
2052,"MUFG",50311,1900,"More than 1000 employees","SAP BO"
2052,"MUFG",50311,1900,"More than 1000 employees","Tableau"
2052,"MUFG",50311,1900,"More than 1000 employees","SQL"
2052,"MUFG",50311,1900,"More than 1000 employees","AWS"
2059,"mPokket",50537,2016,"More than 1000 employees","Content Marketing"
2059,"mPokket",50537,2016,"More than 1000 employees","Digital Marketing"
2059,"mPokket",50537,2016,"More than 1000 employees","SEO"
2060,"MUFG",50311,1900,"More than 1000 employees","Data Analysis"
2066,"Atlassian",50127,2002,"More than 1000 employees","PHP"
2066,"Atlassian",50127,2002,"More than 1000 employees","jQuery"
2066,"Atlassian",50127,2002,"More than 1000 employees","Spring"
2067,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Sales"
2067,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Corporate Sales"
2067,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Insurance Operations"
2067,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Business Development"
2067,"Kotak Mahindra Bank",50527,1985,"More than 1000 employees","Direct Sales"
2091,"Lumen Technologies",50006,1968,"More than 1000 employees","ServiceNow"
2091,"Lumen Technologies",50006,1968,"More than 1000 employees","Workflow Analysis"
2091,"Lumen Technologies",50006,1968,"More than 1000 employees","Azure"
2091,"Lumen Technologies",50006,1968,"More than 1000 employees","AWS"
2106,"EPAM Systems",50555,1993,"More than 1000 employees",".NET"
2106,"EPAM Systems",50555,1993,"More than 1000 employees","ASP.NET"
2106,"EPAM Systems",50555,1993,"More than 1000 employees","C#"
2110,"Rebel Foods (Faasos)",50557,2010,"More than 1000 employees","AWS"
2110,"Rebel Foods (Faasos)",50557,2010,"More than 1000 employees","Node.js"
2110,"Rebel Foods (Faasos)",50557,2010,"More than 1000 employees","C#"
2110,"Rebel Foods (Faasos)",50557,2010,"More than 1000 employees","MongoDB"
2115,"D. E. Shaw",50405,1988,"More than 1000 employees","C++"
2115,"D. E. Shaw",50405,1988,"More than 1000 employees","Golang"
2115,"D. E. Shaw",50405,1988,"More than 1000 employees","Data Structures"
2124,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Node.js"
2124,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","AWS"
2124,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Angular"
2126,"D. E. Shaw",50405,1988,"More than 1000 employees","C"
2126,"D. E. Shaw",50405,1988,"More than 1000 employees","C++"
2126,"D. E. Shaw",50405,1988,"More than 1000 employees","Golang"
2133,"Walmart Global Tech India",50035,1962,"More than 1000 employees","Node.js"
2133,"Walmart Global Tech India",50035,1962,"More than 1000 employees","J2EE"
2144,"Anand Group India",50571,1961,"More than 1000 employees",".NET"
2144,"Anand Group India",50571,1961,"More than 1000 employees","SQL"
2144,"Anand Group India",50571,1961,"More than 1000 employees","ASP.NET"
2144,"Anand Group India",50571,1961,"More than 1000 employees","C#"
2147,"GetixHealth",50572,1992,"More than 1000 employees","Insurance Operations"
2154,"Anand Rathi Shares and Stock Brokers",50071,1994,"More than 1000 employees","React Native"
2159,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Data Governance"
2159,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Informatica"
2159,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Talend"
2159,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Escalation Management"
2159,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","SQL"
2169,"Lumen Technologies",50006,1968,"More than 1000 employees","ServiceNow"
2170,"Lumen Technologies",50006,1968,"More than 1000 employees","ServiceNow"
2170,"Lumen Technologies",50006,1968,"More than 1000 employees","Azure"
2170,"Lumen Technologies",50006,1968,"More than 1000 employees","AWS"
2170,"Lumen Technologies",50006,1968,"More than 1000 employees","Google Cloud"
2177,"NTT Data",50582,1988,"More than 1000 employees","SAP HANA"
2177,"NTT Data",50582,1988,"More than 1000 employees","SAP MM"
2177,"NTT Data",50582,1988,"More than 1000 employees","CIG"
2194,"Hy-Vee",50074,1930,"More than 1000 employees","Network Troubleshooting"
2194,"Hy-Vee",50074,1930,"More than 1000 employees","Cisco Firewalls"
2194,"Hy-Vee",50074,1930,"More than 1000 employees","NOC"
2195,"Hy-Vee",50074,1930,"More than 1000 employees","Database Administration"
2195,"Hy-Vee",50074,1930,"More than 1000 employees","SSIS"
2195,"Hy-Vee",50074,1930,"More than 1000 employees","PowerShell"
2195,"Hy-Vee",50074,1930,"More than 1000 employees","SQL"
2195,"Hy-Vee",50074,1930,"More than 1000 employees","SSRS"
2196,"Hy-Vee",50074,1930,"More than 1000 employees","Active Directory"
2196,"Hy-Vee",50074,1930,"More than 1000 employees","PowerShell"
2196,"Hy-Vee",50074,1930,"More than 1000 employees","Hyper-V"
2197,"Hy-Vee",50074,1930,"More than 1000 employees","Ansible"
2197,"Hy-Vee",50074,1930,"More than 1000 employees","Red Hat"
2197,"Hy-Vee",50074,1930,"More than 1000 employees","Shell Scripting"
2197,"Hy-Vee",50074,1930,"More than 1000 employees","SUSE"
2197,"Hy-Vee",50074,1930,"More than 1000 employees","CentOS"
2202,"7-Eleven",50199,1927,"More than 1000 employees","Angular"
2202,"7-Eleven",50199,1927,"More than 1000 employees","Spring Boot"
2202,"7-Eleven",50199,1927,"More than 1000 employees","Microservices"
2203,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","AWS"
2203,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Node.js"
2203,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Angular"
2206,"IndiaMART InterMESH",50349,1999,"More than 1000 employees","Presales"
2212,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Hibernate"
2212,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Spring Security"
2212,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Data Structures"
2212,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","AWS"
2217,"Rakuten",50181,1997,"More than 1000 employees","Application Security"
2217,"Rakuten",50181,1997,"More than 1000 employees","Vulnerability Assessment"
2222,"Angel One",50043,1987,"More than 1000 employees","Content Marketing"
2222,"Angel One",50043,1987,"More than 1000 employees","Content Writing"
2226,"Lenskart.com",50158,2008,"More than 1000 employees","Swift"
2226,"Lenskart.com",50158,2008,"More than 1000 employees","Objective-C"
2226,"Lenskart.com",50158,2008,"More than 1000 employees","iOS"
2226,"Lenskart.com",50158,2008,"More than 1000 employees","LLD"
2227,"MUFG",50311,1900,"More than 1000 employees","Tableau"
2234,"Deutsche Bank",50602,1900,"More than 1000 employees","Algorithms"
2234,"Deutsche Bank",50602,1900,"More than 1000 employees","Data Structures"
2234,"Deutsche Bank",50602,1900,"More than 1000 employees","Spring"
2234,"Deutsche Bank",50602,1900,"More than 1000 employees","Kafka"
2236,"Kyndryl",50604,2021,"More than 1000 employees","PoS"
2236,"Kyndryl",50604,2021,"More than 1000 employees","SAP PO"
2236,"Kyndryl",50604,2021,"More than 1000 employees","SAP Fiori"
2237,"Lenskart.com",50158,2008,"More than 1000 employees","Swift"
2237,"Lenskart.com",50158,2008,"More than 1000 employees","Objective-C"
2237,"Lenskart.com",50158,2008,"More than 1000 employees","UX Design"
2237,"Lenskart.com",50158,2008,"More than 1000 employees","iOS"
2238,"MUFG",50311,1900,"More than 1000 employees","Tableau"
2241,"Sprinklr",50492,2009,"More than 1000 employees","SIP"
2241,"Sprinklr",50492,2009,"More than 1000 employees","FreeSWITCH"
2241,"Sprinklr",50492,2009,"More than 1000 employees","Kamailio"
2241,"Sprinklr",50492,2009,"More than 1000 employees","Golang"
2242,"Atlassian",50127,2002,"More than 1000 employees","Node.js"
2248,"EPAM Systems",50555,1993,"More than 1000 employees","Angular"
2250,"Rishabh Instruments",50607,1985,"More than 1000 employees","Sales"
2252,"Adobe",50609,1982,"More than 1000 employees","Android"
2252,"Adobe",50609,1982,"More than 1000 employees","iOS"
2252,"Adobe",50609,1982,"More than 1000 employees","Angular"
2252,"Adobe",50609,1982,"More than 1000 employees","Spring"
2253,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Azure"
2253,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees",".NET"
2253,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Architecture"
2253,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Microservices"
2253,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","SQL"
2267,"Indium Software",50613,1999,"More than 1000 employees","Django"
2267,"Indium Software",50613,1999,"More than 1000 employees","Flask"
2268,"MUFG",50311,1900,"More than 1000 employees","Automation Testing"
2268,"MUFG",50311,1900,"More than 1000 employees","Database Testing"
2268,"MUFG",50311,1900,"More than 1000 employees","AWS"
2272,"Amadeus",50615,1987,"More than 1000 employees","Product Management"
2272,"Amadeus",50615,1987,"More than 1000 employees","Engineering Management"
2277,"Lenskart.com",50158,2008,"More than 1000 employees","J2EE"
2277,"Lenskart.com",50158,2008,"More than 1000 employees","NoSQL"
2277,"Lenskart.com",50158,2008,"More than 1000 employees","Spring Boot"
2277,"Lenskart.com",50158,2008,"More than 1000 employees","Kafka"
2282,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Hibernate"
2282,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Spring Security"
2282,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Spring Boot"
2282,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","AWS"
2290,"Walmart Global Tech India",50035,1962,"More than 1000 employees","Angular"
2290,"Walmart Global Tech India",50035,1962,"More than 1000 employees","J2EE"
2290,"Walmart Global Tech India",50035,1962,"More than 1000 employees","Spring"
2302,"CentroMotion",50628,2019,"More than 1000 employees",".NET"
2302,"CentroMotion",50628,2019,"More than 1000 employees","SharePoint"
2302,"CentroMotion",50628,2019,"More than 1000 employees","SharePoint Designer"
2302,"CentroMotion",50628,2019,"More than 1000 employees","ASP.NET"
2303,"Delhivery",50173,2011,"More than 1000 employees","CSS"
2303,"Delhivery",50173,2011,"More than 1000 employees","HTML"
2307,"Lenskart.com",50158,2008,"More than 1000 employees","iOS"
2307,"Lenskart.com",50158,2008,"More than 1000 employees","C"
2307,"Lenskart.com",50158,2008,"More than 1000 employees","Swift"
2307,"Lenskart.com",50158,2008,"More than 1000 employees","UX Design"
2308,"LinkedIn",50630,2002,"More than 1000 employees","Data Structures"
2308,"LinkedIn",50630,2002,"More than 1000 employees","Angular"
2309,"Lumen Technologies",50006,1968,"More than 1000 employees","DevOps"
2316,"Indium Software",50613,1999,"More than 1000 employees","Data Analysis"
2316,"Indium Software",50613,1999,"More than 1000 employees","Data Warehousing"
2316,"Indium Software",50613,1999,"More than 1000 employees","ETL"
2316,"Indium Software",50613,1999,"More than 1000 employees","BigQuery"
2316,"Indium Software",50613,1999,"More than 1000 employees","Hadoop"
2316,"Indium Software",50613,1999,"More than 1000 employees","Hive"
2316,"Indium Software",50613,1999,"More than 1000 employees","Spark"
2316,"Indium Software",50613,1999,"More than 1000 employees","SQL"
2331,"Tech Mahindra",50448,1986,"More than 1000 employees","Node.js"
2335,"IndiaMART InterMESH",50349,1999,"More than 1000 employees","Business Development"
2335,"IndiaMART InterMESH",50349,1999,"More than 1000 employees","Corporate Sales"
2336,"LinkedIn",50630,2002,"More than 1000 employees","Ember.js"
2336,"LinkedIn",50630,2002,"More than 1000 employees","Angular"
2336,"LinkedIn",50630,2002,"More than 1000 employees","HTML"
2336,"LinkedIn",50630,2002,"More than 1000 employees","CSS"
2340,"Amazon",50316,1994,"More than 1000 employees","UX Design"
2340,"Amazon",50316,1994,"More than 1000 employees","Visual Design"
2340,"Amazon",50316,1994,"More than 1000 employees","Illustrator"
2340,"Amazon",50316,1994,"More than 1000 employees","Data Visualization"
2340,"Amazon",50316,1994,"More than 1000 employees","InDesign"
2356,"MUFG",50311,1900,"More than 1000 employees","Automation Testing"
2356,"MUFG",50311,1900,"More than 1000 employees","ETL"
2356,"MUFG",50311,1900,"More than 1000 employees","AWS"
2356,"MUFG",50311,1900,"More than 1000 employees","Selenium"
2356,"MUFG",50311,1900,"More than 1000 employees","Data Warehousing"
2358,"slice",50647,2016,"More than 1000 employees","Automation Testing"
2358,"slice",50647,2016,"More than 1000 employees","Mobile Apps Testing"
2358,"slice",50647,2016,"More than 1000 employees","SDET"
2358,"slice",50647,2016,"More than 1000 employees","Appium"
2362,"IndiaMART InterMESH",50349,1999,"More than 1000 employees","Business Development"
2362,"IndiaMART InterMESH",50349,1999,"More than 1000 employees","Corporate Sales"
2362,"IndiaMART InterMESH",50349,1999,"More than 1000 employees","Direct Sales"
2362,"IndiaMART InterMESH",50349,1999,"More than 1000 employees","Sales"
2365,"Synechron",50649,2001,"More than 1000 employees","Microservices"
2365,"Synechron",50649,2001,"More than 1000 employees","Spring Boot"
2365,"Synechron",50649,2001,"More than 1000 employees","J2EE"
2381,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Azure"
2381,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Architecture"
2381,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","SQL"
2381,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Databricks"
2381,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Azure Data Lake"
2382,"PhysicsWallah",50659,2014,"More than 1000 employees","Agile"
2382,"PhysicsWallah",50659,2014,"More than 1000 employees","Scrum"
2382,"PhysicsWallah",50659,2014,"More than 1000 employees","Project Management"
2382,"PhysicsWallah",50659,2014,"More than 1000 employees","Program Management"
2382,"PhysicsWallah",50659,2014,"More than 1000 employees","PMP"
2386,"Sprinklr",50492,2009,"More than 1000 employees","VOIP"
2386,"Sprinklr",50492,2009,"More than 1000 employees","FreeSWITCH"
2386,"Sprinklr",50492,2009,"More than 1000 employees","Kamailio"
2386,"Sprinklr",50492,2009,"More than 1000 employees","C++"
2386,"Sprinklr",50492,2009,"More than 1000 employees","SIP"
2391,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Azure"
2391,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","SQL"
2391,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Databricks"
2391,"Happiest Minds Technologies",50575,2011,"More than 1000 employees","Azure Data Lake"
2395,"Samsung",50662,1980,"More than 1000 employees","SQL"
2395,"Samsung",50662,1980,"More than 1000 employees","ETL"
2395,"Samsung",50662,1980,"More than 1000 employees","Hadoop"
2395,"Samsung",50662,1980,"More than 1000 employees","Azure Data Lake"
2395,"Samsung",50662,1980,"More than 1000 employees","Data Warehousing"
2410,"HCL Technologies",50308,1976,"More than 1000 employees","Power Plant Operations"
2411,"Hy-Vee",50074,1930,"More than 1000 employees","SQL"
2411,"Hy-Vee",50074,1930,"More than 1000 employees","SSIS"
2411,"Hy-Vee",50074,1930,"More than 1000 employees","PowerShell"
2411,"Hy-Vee",50074,1930,"More than 1000 employees","Database Administration"
2418,"Intuit",50671,1983,"More than 1000 employees","Oracle Applications"
2418,"Intuit",50671,1983,"More than 1000 employees","Oracle ERP"
2421,"MUFG",50311,1900,"More than 1000 employees","Jira"
2421,"MUFG",50311,1900,"More than 1000 employees","Groovy"
2423,"Nestle",50673,1866,"More than 1000 employees","Data Modelling"
2423,"Nestle",50673,1866,"More than 1000 employees","Data Analysis"
2427,"Beyondsoft",50674,1995,"More than 1000 employees","Behavior Driven Development"
2427,"Beyondsoft",50674,1995,"More than 1000 employees","WebdriverIO"
2427,"Beyondsoft",50674,1995,"More than 1000 employees","TestNG"
2428,"Hy-Vee",50074,1930,"More than 1000 employees","Active Directory"
2428,"Hy-Vee",50074,1930,"More than 1000 employees","VMware ESX"
2428,"Hy-Vee",50074,1930,"More than 1000 employees","PowerShell"
2428,"Hy-Vee",50074,1930,"More than 1000 employees","Windows"
2428,"Hy-Vee",50074,1930,"More than 1000 employees","Hyper-V"
2429,"Kyndryl",50604,2021,"More than 1000 employees","Attendance Management"
2431,"PhysicsWallah",50659,2014,"More than 1000 employees","AWS"
2431,"PhysicsWallah",50659,2014,"More than 1000 employees","Kubernetes"
2431,"PhysicsWallah",50659,2014,"More than 1000 employees","Deployment"
2431,"PhysicsWallah",50659,2014,"More than 1000 employees","Monitoring"
2431,"PhysicsWallah",50659,2014,"More than 1000 employees","Cloud Security"
2435,"Altimetrik",50224,2012,"More than 1000 employees","Qualys"
2435,"Altimetrik",50224,2012,"More than 1000 employees","Nessus"
2435,"Altimetrik",50224,2012,"More than 1000 employees","Cloud Security"
2435,"Altimetrik",50224,2012,"More than 1000 employees","PowerShell"
2436,"Altimetrik",50224,2012,"More than 1000 employees","Apigee"
2436,"Altimetrik",50224,2012,"More than 1000 employees","Amazon API Gateway"
2436,"Altimetrik",50224,2012,"More than 1000 employees","Node.js"
2438,"Lumen Technologies",50006,1968,"More than 1000 employees","Ansible"
2438,"Lumen Technologies",50006,1968,"More than 1000 employees","DevOps"
2446,"Citrix",50273,1989,"More than 1000 employees","C++"
2450,"JP Morgan",50680,1900,"More than 1000 employees","Hibernate"
2450,"JP Morgan",50680,1900,"More than 1000 employees","J2EE"
2450,"JP Morgan",50680,1900,"More than 1000 employees","Spring"
2452,"Rakuten",50181,1997,"More than 1000 employees","Android"
2452,"Rakuten",50181,1997,"More than 1000 employees","Kotlin"
2452,"Rakuten",50181,1997,"More than 1000 employees","RxAndroid"
2452,"Rakuten",50181,1997,"More than 1000 employees","Unit Testing"
2454,"Atlassian",50127,2002,"More than 1000 employees","Enterprise Software"
2454,"Atlassian",50127,2002,"More than 1000 employees","Product Management"
2460,"JP Morgan",50680,1900,"More than 1000 employees","J2EE"
2460,"JP Morgan",50680,1900,"More than 1000 employees","Spring"
2468,"Nov",50687,1841,"More than 1000 employees","Selenium"
2468,"Nov",50687,1841,"More than 1000 employees","JMeter"
2468,"Nov",50687,1841,"More than 1000 employees","Automation Testing"
2468,"Nov",50687,1841,"More than 1000 employees","Performance Testing"
2474,"BankBazaar.com",50691,2008,"More than 1000 employees","Product Management"
2475,"Cure.Fit",50172,2016,"More than 1000 employees","Cloud Security"
2475,"Cure.Fit",50172,2016,"More than 1000 employees","VAPT"
2475,"Cure.Fit",50172,2016,"More than 1000 employees","AWS"
2475,"Cure.Fit",50172,2016,"More than 1000 employees","Network Security"
2475,"Cure.Fit",50172,2016,"More than 1000 employees","CI - CD"
2484,"British Orient Infotel",50002,2004,"More than 1000 employees","Sales"
2484,"British Orient Infotel",50002,2004,"More than 1000 employees","Business Development"
2484,"British Orient Infotel",50002,2004,"More than 1000 employees","Direct Sales"
2485,"British Orient Infotel",50002,2004,"More than 1000 employees","Content Writing"
2485,"British Orient Infotel",50002,2004,"More than 1000 employees","Marketing Communication"
2485,"British Orient Infotel",50002,2004,"More than 1000 employees","Brand Management"
2485,"British Orient Infotel",50002,2004,"More than 1000 employees","Marketing"
2485,"British Orient Infotel",50002,2004,"More than 1000 employees","BTL"
2490,"HDFC Bank",50156,1994,"More than 1000 employees","Business Development"
2490,"HDFC Bank",50156,1994,"More than 1000 employees","Sales"
2490,"HDFC Bank",50156,1994,"More than 1000 employees","Customer Relationship"
2492,"slice",50647,2016,"More than 1000 employees","C"
2492,"slice",50647,2016,"More than 1000 employees","C++"
2492,"slice",50647,2016,"More than 1000 employees","Golang"
2492,"slice",50647,2016,"More than 1000 employees","Ruby"
2492,"slice",50647,2016,"More than 1000 employees","Django"
2492,"slice",50647,2016,"More than 1000 employees","Flask"
2492,"slice",50647,2016,"More than 1000 employees","Hibernate"
2492,"slice",50647,2016,"More than 1000 employees","J2EE"
2492,"slice",50647,2016,"More than 1000 employees","Ruby on Rails"
2492,"slice",50647,2016,"More than 1000 employees","Spring"
2492,"slice",50647,2016,"More than 1000 employees","Struts"
2494,"British Orient Infotel",50002,2004,"More than 1000 employees","Recruitment"
2501,"slice",50647,2016,"More than 1000 employees","C"
2501,"slice",50647,2016,"More than 1000 employees","C++"
2501,"slice",50647,2016,"More than 1000 employees","Golang"
2501,"slice",50647,2016,"More than 1000 employees","Node.js"
2501,"slice",50647,2016,"More than 1000 employees","Ruby"
2501,"slice",50647,2016,"More than 1000 employees","Django"
2501,"slice",50647,2016,"More than 1000 employees","Express.js"
2501,"slice",50647,2016,"More than 1000 employees","Flask"
2501,"slice",50647,2016,"More than 1000 employees","Hibernate"
2501,"slice",50647,2016,"More than 1000 employees","J2EE"
2501,"slice",50647,2016,"More than 1000 employees","Ruby on Rails"
2501,"slice",50647,2016,"More than 1000 employees","Spring"
2501,"slice",50647,2016,"More than 1000 employees","Struts"
2502,"slice",50647,2016,"More than 1000 employees","C"
2502,"slice",50647,2016,"More than 1000 employees","C++"
2502,"slice",50647,2016,"More than 1000 employees","Golang"
2502,"slice",50647,2016,"More than 1000 employees","Node.js"
2502,"slice",50647,2016,"More than 1000 employees","Ruby"
